"","memory CD4+ T cells","memory CD8+ T cells","naive CD4+ T cells","naive CD8+ T cells","NKT","MAIT","Tregs","NK","Plasma cells","pre-B cells","cDC","pDC","Monocytes","Basophils","Neutrophils"
"CTNNB1_EGR1_MYC",0.04,0.03,0.08,0.19,0,0.08,0,0,0.83,0.26,0.58,4.01,2.29,0.29,0.04
"CD86_PHB2_TRAF3IP2",0,0.02,0.06,0,0,0,0,0,1.67,1.12,0.58,4.01,0.93,0,0
"GAS6_SPI1_TRAF2",0,0,0,0,0,0,0,0,0.83,0,1.16,4.01,0.08,0,0
"ICAM1_LGALS3_RARG",0.11,0.05,0,0,0,0.08,0,0.04,0,0,0,4.01,1.15,0,0
"AGER_CX3CR1_FCGR2B",0,0.03,0,0,0,0,0,0.01,0,0.04,0,4.01,0.72,0,0
"RIN3_SWAP70_VEGFA",0,0,0,0,0,0,0,0,0.42,0.04,0,4.01,1.83,0,0
"DDX3X_NFE2L2_NRARP",0,0,0.03,0,0,0,0,0.01,0,0,0,4.01,0.18,0,0
"ALAS1_HIF1A_STX4",0.34,0.27,0.06,0,0.27,0.33,0.48,0.17,1.25,0.26,1.16,4.01,2.21,0,0
"ABL1_AKT1_JAK2",0,0.02,0.03,0,0.41,0.08,0.16,0.05,1.25,0.04,1.73,4.01,1.61,0.29,0
"AKAP8_PMAIP1_SIRT1",0.3,0.11,0.06,0,0.14,0.08,0.48,0.07,0.83,0.17,1.16,4.01,1.17,0,0
"BAD_DTX3L_LGMN",0.07,0.02,0.03,0.09,0,0,0.81,0,1.67,0.3,1.16,4.01,0.08,0,0
"NFE2L2_RUNX2_VEGFA",0,0,0,0,0,0,0,0,0.42,0,0.58,4.01,0.64,0,0
"NFE2L2_PTPN1_VEGFA",0.04,0,0.06,0,0.27,0,0,0.04,0.42,0.09,0,4.01,2.07,0,0
"ANXA1_BAD_RIPK3",1.16,0.92,0.28,0,1.37,1.17,1.29,0.58,1.25,0.17,1.16,4.01,1.75,0.29,0.04
"BAD_FOS_RIPK3",0.48,0.35,0.14,0.09,0.41,0.59,0.32,0.19,0.83,0.17,1.73,4.01,1.81,0.29,0.07
"JAK2_RUNX2_VEGFA",0,0,0,0,0,0,0,0,0.42,0,0.58,4.01,0.52,0,0
"DHX36_NCK1_VEGFA",0,0.02,0.03,0,0,0,0,0.04,1.25,0.09,0,4.01,1.77,0,0
"LGMN_NOD2_SIRT2",0,0,0,0,0,0,0,0,1.25,0.04,0.58,4.01,0.12,0,0
"KCNQ1_NOD2_SIRT2",0,0,0.03,0,0,0,0.16,0.01,0.42,0,0,4.01,2.03,0,0
"IDE_PSEN1_ST3GAL4",0,0.03,0,0,0.27,0.17,0,0.01,0,0,1.73,4.01,0.3,0,0
"ABL1_JAK2_NF1",0.04,0.02,0,0,0,0,0,0.05,0.42,0.04,1.16,4.01,0.72,0.29,0
"ENPP1_PARK7_STK4",0.26,0.06,0,0.09,0.41,0.59,0.16,0.04,0,0.22,0.58,4.01,0,0,0
"MAPK14_NFE2L2_ZC3H12A",0.3,0.33,0.08,0.09,0.14,0.75,0.97,0.31,1.25,0.3,0.58,4.01,2.01,0,0
"HSPA1A_PMAIP1_TMEM102",0.11,0.06,0,0.09,0,0.17,0.64,0.12,1.25,0.09,0.58,4.01,1.99,0,0
"HIPK1_PIP5K1C_SIRT1",0.04,0.16,0.11,0,0.68,0.17,0.48,0.17,0.42,0.04,1.73,4.01,1.61,0,0.04
"CCL5_ITGB1_VEGFA",0,0.11,0,0,0.27,0.08,0,0.15,1.25,0,0.58,4.01,1.87,0,0.07
"CCL5_JAK2_VEGFA",0,0.02,0.03,0,0,0,0,0,0.42,0,0.58,4.01,1.43,0,0
"HIF1A_HMOX1_LGMN",0,0,0,0,0,0,0.16,0,0,0.3,1.16,4.01,0.26,0,0
"HIF1A_LGMN_SIGLEC10",0,0,0,0,0,0,0,0,0.42,0.47,0,4.01,0.1,0,0
"BCL2_CSF1R_HMOX1",0,0,0,0,0,0,0,0,0.83,0,0,4.01,1.53,0,0.04
"B4GALT1_TP53_VEGFA",0,0.02,0.03,0,0,0.08,0,0.01,0.83,0.13,0.58,4.01,1.77,0,0
"DDX3X_NRARP_TSC22D3",0,0.02,0.03,0,0,0,0,0.05,0,0.13,0,4.01,0.34,0,0
"EREG_IKBKB_IL1B",0,0,0,0,0,0,0,0,0,0,0.58,4.01,0.62,0,0
"ENPP1_PTPRC_STK4",0.41,0.06,0,0.09,0.55,0.92,0.16,0.04,0,0.34,0.58,4.01,0,0,0
"KLF4_PDE4D_WNK1",0.11,0.05,0.03,0,0,0,0.16,0.05,0.83,0.04,0.58,4.01,1.95,0,0
"ENPP1_PPIA_PTPRC",0.45,0.06,0,0.09,0.55,0.92,0.16,0.07,0,0.39,0.58,4.01,0,0,0
"GAS6_HIF1A_ZNF335",0,0.02,0,0,0.14,0,0,0,0.42,0,2.31,4.01,0.48,0,0
"DOCK11_PIK3R1_VEGFA",0,0,0,0,0.14,0,0,0.01,0.42,0,0.58,4.01,2.27,0,0
"ID2_SMAD3_VEGFA",0,0.02,0,0,0.14,0.08,0,0.03,0,0,0,4.01,1.99,0,0.04
"CXCR4_SMAD3_VEGFA",0,0.02,0.03,0,0,0.08,0,0.01,0,0.09,0,4.01,1.35,0,0.11
"AGER_CX3CR1_JAK2",0,0.1,0,0,0.27,0.08,0,0.12,0,0,0,4.01,2.09,0,0
"DDX3X_KHDRBS1_NRARP",0,0,0,0,0,0,0,0.04,0,0,0,4.01,0.34,0,0
"CRK_MFHAS1_NF1",0.52,0.16,0.19,0.19,0,0.17,0.97,0.09,0,0.22,0.58,4.01,0.74,0,0
"FLVCR1_HDAC4_PSEN1",0,0.1,0.03,0,0.14,0.08,0.16,0.01,0.42,0.09,0,4.01,1.19,0.29,0
"HDAC4_IDE_PSEN1",0.04,0.11,0.03,0.09,0.27,0.08,0.81,0.04,0.83,0,1.73,4.01,1.47,0,0
"F11R_NOTCH1_ZMIZ1",0,0.02,0,0,0.14,0,0,0.07,0.42,0,1.16,4.01,2.29,0,0
"PLEC_PPP2R3C_SOCS5",0.41,0.3,0.03,0.19,0.41,0,0.16,0.12,0,0.13,1.16,4.01,1.39,0,0.04
"NOD2_PPP2R3C_SKP2",0.04,0.03,0.03,0,0,0.08,0,0,0.42,0,0,4.01,0.8,0,0
"EGR1_EXOSC6_ZMPSTE24",0,0.02,0,0,0,0,0,0.01,1.25,0.09,0,4.01,2.01,0,0.04
"AIF1_BRCA2_FCGR2B",0,0,0,0,0,0,0,0.01,2.5,0.04,0.58,4.01,0.36,0,0
"HDAC4_METTL3_STAT3",0.37,0.54,0.33,0.47,0.68,0.59,2.09,0.32,0.42,0.04,0,4.01,1.67,0.29,0
"FAM20C_LRRC8A_SOX4",0,0,0,0,0,0,0,0,0,0,0,4.01,0.4,0,0
"BLOC1S2_MYC_SNCA",0,0,0.11,0.09,0,0,0,0.01,0.42,0.09,1.73,4.01,1.17,0,0.04
"LDLR_NF1_TP53",0,0.06,0,0,0.55,0,0.81,0.24,1.67,0,0.58,4.01,1.21,0,0
"IL1B_PRKCD_SPHK2",0,0,0,0,0,0,0,0,0,0,0,4.01,0.99,0,0
"ARRB2_MAP2K4_TSC1",0.3,0.35,0.08,0.38,0.41,0.08,0.48,0.24,0.42,0.17,0.58,4.01,1.81,0,0.04
"AGER_JAK2_SLC39A10",0,0.05,0,0,0,0.08,0,0.03,0.42,0.13,0.58,4.01,0.68,0,0
"GSN_HYAL2_P2RX4",0,0,0,0,0,0,0,0,0,0.04,1.16,4.01,1.25,0,0
"BCL6_CD300A_RABGEF1",0,0.03,0.03,0,0,0,0,0.08,0,0,0,4.01,1.03,0,0
"CORO1A_IL1R2_P2RX7",0,0,0,0,0,0,0.16,0,0,0,0,4.01,0.52,0,0
"MYC_RIPK2_TP53",0.67,0.21,0.44,0.28,0.14,0.25,0.48,0.03,1.67,0.91,0.58,4.01,0.99,0,0
"BLOC1S3_BLOC1S6_KYNU",0,0,0,0,0,0,0,0.01,1.25,0.34,1.16,4.01,1.89,0,0
"MUL1_PSEN1_ZMIZ1",0.04,0.02,0,0,0.14,0.08,0.32,0.04,0.83,0,0.58,4.01,1.73,0,0
"JARID2_PRMT6_RBM14",0.04,0.06,0.03,0.28,0.14,0.17,0,0.13,1.67,0.17,1.73,4.01,0.64,0,0
"AIF1_LRP1_RHOH",0.15,0.06,0.5,0.09,0,0,0.16,0.01,0,0.09,0.58,4.01,2.09,0,0.11
"AIF1_IL1R2_P2RX7",0,0,0,0,0,0,0,0,0,0,0,4.01,0.52,0,0.04
"G6PD_MTOR_VPS33A",0.07,0.4,0.11,0.09,0.55,0.5,0.32,0.45,2.08,0.17,1.16,4.01,1.29,0,0
"ALAS1_ATP7A_BLOC1S6",0.15,0.1,0.03,0,0.14,0.08,0.16,0.11,2.08,0.22,0,4.01,0.8,0,0
"ID2_SEMA7A_SFPQ",0.04,0.24,0.03,0.09,0.68,0.17,0,0.28,0.83,0.13,0,4.01,0.14,0.29,0.04
"ICAM1_RAC1_RARG",0.07,0.06,0.03,0,0.14,0.08,0,0.04,0,0,0.58,4.01,1.17,0,0
"KLF4_RGCC_TGFBR1",0.15,0.02,0.08,0,0,0.08,0,0.04,0,0,0,4.01,1.85,0,0.04
"LGMN_MCOLN1_SLC40A1",0.04,0,0,0,0,0,0.16,0,0,0,1.73,4.01,0.06,0,0
"IL1B_OTUB1_SPHK2",0,0,0,0,0,0,0,0,0,0,0.58,4.01,1.07,0,0
"PHLPP1_TNFAIP3",0.67,0.41,0.11,0,0.82,0.84,0.97,0.39,0.42,0.04,1.73,3.65,0.64,0,0.11
"OSM_TFRC",0.56,0.1,0.08,0,0.27,0.33,0.32,0.05,1.25,0,0,3.65,0.72,0,0.26
"IL1B_ZC3H12A",0,0.03,0,0,0,0,0,0.01,0,0,0,3.65,1.47,0,0.37
"OSM_STX4",0.71,0.29,0.11,0.28,0.68,1,0,0.32,0.42,0,0,3.65,1.29,0.57,0.22
"NR4A3_RAC2",0.04,0,0,0,0.27,0.08,0,0.09,0,0.04,0.58,3.65,0.2,0.29,0.07
"KIT_KLF10",0.04,0,0,0,0.41,0.08,0,0.05,0,0,1.73,3.65,0,0,0
"PSEN1_PTK6",0.07,0.03,0.06,0,0.14,0.08,0,0.01,0,0.13,0,3.65,1.27,0,0.04
"PLK2_PTK2B",0.07,0.02,0.06,0,0,0.17,0.16,0.15,1.67,0.13,1.16,3.65,0.58,0,0
"AKT1_BST2_IL7",0.04,0.25,0,0,0.14,0,0.97,0.19,1.25,0.69,1.73,3.65,0.44,0,0
"OAS2_OAS3_SOCS5",0.15,0.06,0.06,0,0,0,0,0.04,0,0.09,0,3.65,1.11,0,0
"OSM_RAC2_TFRC",0.52,0.1,0.08,0,0.27,0.33,0.32,0.05,1.25,0,0,3.65,0.66,0,0.11
"CXCR4_FADD_PTGER4",1.42,0.92,0.36,0.76,0.55,1.25,0.32,0.44,0,0.34,0.58,3.65,1.09,0,0
"APPL2_CXCR4_PTGER4",0.97,0.87,0.53,0.85,0.82,1.09,0.81,0.56,0,0.09,1.16,3.65,1.27,0,0.07
"HLX_RIPK2_TNFAIP3",0,0,0,0.09,0,0,0,0,0,0.09,0,3.65,1.81,0,0.04
"EREG_IL1B_TNFAIP3",0,0,0,0,0,0,0,0,0,0,1.73,3.65,1.05,0,0
"DDX3X_HIF1A_NRARP",0,0,0,0,0,0,0,0,0,0,0,3.65,0.1,0,0
"ATP5IF1_KIT_SCIMP",0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0
"ISG15_OAS3_SOCS5",0.11,0.14,0.11,0,0,0.17,0,0.05,0,0.22,0,3.65,1.33,0,0.04
"ARHGEF2_CD83_FADD",0.07,0.03,0,0.09,0.14,0,0.32,0.08,0,0.22,0.58,3.65,1.07,0,0
"IL1B_MKRN2_NLRP3",0,0,0,0,0,0,0,0,0,0,0,3.65,1.21,0,0
"HSPA1A_HSPA9_OSM",0.3,0.13,0.11,0,0.27,0.33,0.32,0.12,0,0.04,0,3.65,1.33,0,0.07
"CYBB_ITK_STAT6",0.15,0.19,0.17,0.09,0,0.08,0.16,0.15,0.83,0.17,0,3.65,0.89,0,0.15
"ITK_JAK2_STAT6",0.67,0.51,0.33,0.47,1.1,0.42,0.97,0.37,0.42,0.09,0,3.65,0.46,0,0.04
"DENND1B_IFI35_RSAD2",0.3,0.14,0.06,0.09,0.27,0,0,0.25,0.83,0.04,0.58,3.65,1.27,0.29,0
"AP3B1_AP3D1_CD1B",0,0,0,0,0,0,0,0,0,0,0,3.65,0.1,0,0
"CXCR4_FADD_ICAM1",0.04,0.14,0,0.09,0.14,0.17,0,0.16,0.42,0,1.73,3.65,0.82,0,0
"CXCR4_FADD_RIPK2",0.37,0.59,0.17,0.94,0.14,0.17,0.32,0.19,0.42,0.52,1.16,3.65,0.91,0,0
"BLOC1S6_CD2_TIRAP",0.71,0.65,0.33,0.19,0.27,0.33,0.64,0.31,1.67,0.09,0.58,3.65,0.18,0,0.04
"CCR2_CXCL16_PDE4B",0.04,0,0,0,0,0,0,0,0,0,0,3.65,1.59,0,0.04
"DDX3X_OSM_TFRC",0.48,0.06,0.03,0,0.14,0.33,0.32,0.04,0.83,0,0,3.65,0.72,0,0.11
"AIF1_LGALS3_MS4A1",0.11,0.11,0.03,0.09,0,0.08,0.16,0.05,0.42,0.47,1.16,3.65,2.01,0,0
"CD86_STAT5B_ZAP70",0.04,0.05,0,0.09,0.14,0,0.81,0.09,0.83,0.22,0,3.65,1.05,0,0
"BATF_GAS6_STK11",0.04,0.02,0.06,0,0.14,0,0,0,1.67,0,0.58,3.65,0.46,0,0
"ID2_IL1B_ZC3H12A",0,0.02,0,0,0,0,0,0.01,0,0,0,3.65,1.07,0,0
"ID2_NLRP3_ZC3H12A",0,0.05,0,0,0,0,0.16,0.03,0,0,0,3.65,1.91,0,0
"CEBPA_EIF2AK1_LIG4",0,0.05,0,0,0,0,0,0.05,0,0,0,3.65,1.57,0,0
"AQP3_IL1B_ZFP36",0,0,0.06,0.09,0,0.08,0.16,0,0.83,0,1.73,3.65,0.5,0,0.15
"NR4A3_RAC2_RHOG",0.04,0,0,0,0.27,0,0,0.04,0,0,0,3.65,0.2,0,0.04
"BCL6_DPP4_MIF",0.19,0.1,0.08,0.19,0,0.67,0.32,0.03,0,0,0.58,3.65,0.12,0,0
"FUT7_IL1B_TNFAIP3",0.07,0,0,0,0,0,0,0,0,0.04,0.58,3.65,0.76,0,0.04
"CD40_PIK3CA_PIK3CG",0,0.02,0.03,0,0,0,0,0.07,1.67,0.99,0,3.65,0.82,0,0
"ARHGEF2_FADD_PTGER4",0.45,0.38,0.11,0.09,0.68,0.08,0.48,0.46,0,0.17,0.58,3.65,1.69,0,0
"IL1B_MAP4K2_NOD2",0,0,0,0,0,0,0,0,0,0,0.58,3.65,1.01,0,0
"IRF7_OAS3_SOCS5",0.07,0.03,0.03,0,0,0.17,0,0.05,0,0.22,0,3.65,1.13,0,0
"LYN_PHLPP1_TNFAIP3",0,0.08,0,0,0.27,0.08,0.16,0.12,0.42,0,1.73,3.65,0.58,0,0.07
"CSK_PHLPP1_TNFAIP3",0.41,0.29,0.06,0,0.55,0.17,0.64,0.25,0.42,0,1.16,3.65,0.54,0,0.04
"RARA_SP3_SPHK2",0.04,0.16,0.19,0,0.14,0.25,0.48,0.12,1.25,0.04,0.58,3.65,2.03,0,0
"CBLB_GBP1_LILRB4",0,0.02,0,0,0,0,0,0,0.42,0,1.73,3.65,1.39,0,0
"MAP4K2_NOD2_PIBF1",0.11,0.05,0,0,0.14,0,0.16,0,0.83,0,0,3.65,0.34,0,0
"EP300_NFE2L2_PLK2",0.04,0.02,0,0,0,0,0,0.01,0.83,0,0.58,3.65,0.34,0,0
"DDX3X_NRARP_RBCK1",0,0.02,0,0,0,0,0,0.01,0,0.04,0,3.65,0.3,0,0
"BATF3_HAVCR2_TLR7",0,0,0,0,0,0,0,0,0,0,0,3.65,1.29,0,0
"CHUK_NFKBID_RIPK2",0,0.03,0,0,0.14,0,0,0.03,0,0.09,0,3.65,1.69,0,0
"IKBKB_PTPN11_SRC",0,0.03,0,0,0.27,0,0.16,0.03,0,0.04,1.16,3.65,1.69,0,0
"CDKN1A_CXCR4_MYC",0.3,0.06,0.08,0.28,0,0.42,0,0,1.25,0.95,0,3.65,1.41,0,0.07
"G3BP1_NCK1_VEGFA",0,0.05,0.03,0,0.14,0,0,0.01,0.83,0.09,0,3.65,1.51,0,0
"HIF1A_TP53_VEGFA",0,0,0,0,0,0,0,0,0,0,0,3.65,2.25,0.29,0
"CACTIN_JAK3_RELB",0.37,0.16,0.19,0.28,0.14,0.08,0.32,0.04,1.67,0.34,0,3.65,0.5,0,0
"CSF1R_MFHAS1_NF1",0,0,0,0,0,0,0,0,0,0,0,3.65,1.25,0,0
"ATP7A_CSF1R_NF1",0,0,0,0,0,0,0,0,0.42,0,0.58,3.65,1.35,0,0
"CD74_NR4A3_RAC2",0.04,0,0,0,0.27,0,0,0.07,0,0.04,0.58,3.65,0.2,0,0.04
"ADAM8_IL4I1_LGALS9",0.04,0,0,0,0.14,0,0,0,0,0,0,3.65,0.87,0,0
"ICAM1_LFNG_MYC",0.15,0.06,0.08,0.38,0.14,0.17,0,0.08,0,0.04,0,3.65,2.15,0,0
"IKBKB_NR1H3_PTPN2",0.04,0.08,0.03,0.09,0.55,0.08,0.64,0.24,0.42,0.13,1.16,3.65,1.03,0,0.04
"IL1B_IL1RN_NOD2",0,0,0,0,0,0,0,0,0,0,0,3.65,1.67,0,0.07
"ADAM8_FADD_IL1B",0,0,0,0,0,0,0,0,0,0.04,0.58,3.65,0.72,0,0
"BATF3_PRDM1_TGFBR2",0.04,0.03,0,0,0,0.08,0,0,0,0.04,0,3.65,0.7,0,0
"BATF3_RORA_TGFBR2",0.15,0.13,0,0,0,0.08,0.16,0.01,0,0,0,3.65,0.42,0,0.04
"CCR2_HLX_OXSR1",0,0,0,0,0,0,0,0,0,0,0.58,3.65,1.71,0.29,0
"ID2_SEMA7A_TGFB1",0.11,0.27,0,0.09,0.68,0.17,0,0.44,0.42,0.13,0,3.65,0.16,0.86,0.04
"IL1RN_IRF7_ZBP1",0.04,0.02,0.03,0,0,0,0,0,1.25,0,0,3.65,1.45,0,0.15
"HLX_IL27RA_RIPK2",0,0,0,0,0,0,0,0,0,0.09,0,3.65,1.45,0,0
"LFNG_METTL3_TTLL12",0.15,0.08,0.06,0.09,0,0,0.32,0.03,0,0.09,0.58,3.65,0.78,0,0
"NOD2_SIRT2_TLR1",0.04,0,0,0,0,0,0,0,0,0,0,3.65,2.01,0,0
"NOD2_SKP2_TLR1",0,0,0,0,0,0,0,0.01,0,0,0,3.65,0.62,0,0
"ABCB10_KLF4_ST3GAL4",0,0,0,0,0,0,0,0,0,0,0,3.65,0.62,0,0.04
"BCL2_CSF1R_DAPK3",0,0.02,0,0,0,0.08,0,0,0,0,0.58,3.65,0.22,0,0
"IDO1_MAP2K1_TGFBR2",0,0,0,0,0,0,0,0,0,0.04,0,3.65,0.12,0,0
"IDO1_STAT1_TGFBR2",0,0,0,0,0,0,0,0,0,0.04,0,3.65,0.26,0,0
"AP3D1_IDO1_TGFBR2",0,0,0.03,0,0,0,0,0,0,0.04,0,3.65,0.16,0,0
"BCL3_RARA_ZBTB46",0.04,0,0,0,0,0,0,0,0,0,0,3.65,0.12,0,0
"IL4R_RARA_ZBTB46",0.04,0.02,0,0,0,0,0,0.01,0,0.04,0.58,3.65,0.3,0,0
"ADAM8_FFAR2_LGALS9",0,0,0,0,0,0,0,0.03,0,0.04,0,3.65,2.31,0,0.37
"ENPP1_EZR_PTPRC",0.26,0.03,0,0.09,0.41,0.5,0.16,0.03,0,0.26,0.58,3.65,0,0,0
"ACIN1_ICAM1_MYC",0.22,0.08,0.08,0.19,0,0.33,0,0.09,0.83,0.09,0,3.65,1.55,0,0.04
"FADD_HIF1A_IL27RA",0.37,0.48,0.44,0.57,1.1,0.17,1.13,0.36,1.25,0.65,1.16,3.65,1.61,0,0
"FADD_HIF1A_LGMN",0,0,0.03,0.09,0,0,0.16,0,0.83,0.17,1.73,3.65,0.08,0,0
"HIF1A_IL7R_SIGLEC10",0,0.05,0.03,0,0.14,0.25,0.16,0.04,0,0.3,0,3.65,0.74,0,0.07
"ADORA2B_EIF2AK4_SQSTM1",0,0,0,0,0,0,0,0,0,0,0,3.65,0.44,0,0
"DTX3L_NOTCH1_NSD2",0.04,0.1,0.11,0,0.27,0.17,0.16,0.32,1.25,0.17,0,3.65,1.07,0,0.04
"IRF4_NOD2_SIRT2",0,0.03,0,0,0,0,0,0,2.08,0.09,0.58,3.65,0.72,0,0
"ENPP1_NCKAP1L_PTPRC",0.07,0,0,0,0.27,0.25,0.16,0.01,0,0.26,0.58,3.65,0,0,0
"GSN_HYAL2_TRIM26",0,0,0,0,0.14,0,0,0.04,0,0.04,1.16,3.65,0.85,0,0
"APP_HSP90AB1_TRIM39",0.37,0.13,0.5,0.19,0,0.25,0.16,0.09,1.25,0.65,0.58,3.65,1.53,0.29,0.04
"CD200R1_MIF_SLAMF8",0,0.05,0,0,0,0,0,0,0,0,0,3.65,0.02,0,0
"CRKL_SGPL1_SRP54",0.34,0.21,0.14,0.09,0.55,0,0.81,0.24,1.25,0.09,0.58,3.65,1.85,0,0
"CCR2_NR1H2_RABGEF1",0.04,0.05,0,0,0,0,0,0,0.42,0,1.16,3.65,1.11,0,0
"ITPKB_PTPN2_SOCS5",0.22,0.44,0.39,0.66,0.68,0.17,0.81,0.29,0.42,0.34,1.16,3.65,0.56,0,0.07
"IL1B_PYCARD_ZC3H12A",0,0.02,0,0,0,0,0,0,0,0,0,3.65,1.45,0,0.07
"IL1B_NFKBIA_ZC3H12A",0,0,0,0,0,0,0,0.01,0,0,0,3.65,1.43,0,0.26
"IL1B_TGFB1_ZC3H12A",0,0.02,0,0,0,0,0,0.01,0,0,0,3.65,1.43,0,0.07
"IL1B_NOP53_ZC3H12A",0,0.02,0,0,0,0,0,0.01,0,0,0,3.65,1.31,0,0
"IL1B_SOD1_ZC3H12A",0,0.03,0,0,0,0,0,0,0,0,0,3.65,1.03,0,0
"IL1B_NFE2L2_ZC3H12A",0,0,0,0,0,0,0,0,0,0,0,3.65,0.99,0,0.04
"DDX17_IL1B_ZC3H12A",0,0.03,0,0,0,0,0,0.01,0,0,0,3.65,1.41,0,0.07
"HLA-DRB1_OSM_STX4",0.11,0.21,0,0,0.55,0.42,0,0.17,0.42,0,0,3.65,1.29,0,0.04
"OSM_STX4_VAMP2",0.48,0.24,0.08,0.28,0.55,0.84,0,0.2,0.42,0,0,3.65,1.01,0.29,0.07
"OAS1_OAS3_SOCS5",0.04,0.03,0,0.09,0,0,0,0.05,0,0.13,0,3.65,1.45,0,0
"KIT_RHOA_SCIMP",0,0,0,0,0,0,0,0,0,0,0,3.65,0.02,0,0
"ADAM8_IL1B_RASGRP1",0.11,0.02,0,0,0,0,0,0.07,0,0.04,0,3.65,0.24,0,0.04
"DENND1B_GBP1_RSAD2",0.41,0.13,0.06,0.28,0.55,0,0,0.11,0,0,0.58,3.65,1.31,0,0.22
"GPI_MAPK1_NR1D1",0.6,0.57,0.06,0.57,0.41,1.25,0.81,0.29,0.83,0.17,1.16,3.65,0.74,0,0.04
"ATP7A_NFE2L2_TRIB1",0,0.02,0,0,0.14,0,0.16,0,1.67,0,0,3.65,1.71,0,0.19
"PIK3CB_SRF_ZMIZ1",0.04,0.05,0,0.09,0,0.08,0,0.01,0.42,0,1.73,3.65,1.53,0,0
"NFATC2_SRF_ZMIZ1",0.07,0.24,0.08,0.09,0.27,0.08,0.16,0.21,0.83,0.09,1.73,3.65,0.2,0,0.04
"LEPR_MEF2C_PTK2B",0,0,0,0,0,0,0,0.01,1.25,0.17,0.58,3.65,1.95,0,0
"KLF4_LEPR_PTK2B",0,0,0,0,0,0,0,0.03,0,0,0,3.65,2.05,0,0
"CTNNB1_LEPR_PTK2B",0.04,0.19,0,0.09,0.14,0,0,0.13,1.25,0.09,1.16,3.65,1.65,0,0
"MEFV_SIRPA_ZNF675",0,0,0,0,0,0,0,0,0,0,0,3.65,1.27,0,0.04
"MYC_SNCA_TGFBR2",0.07,0.03,0.06,0,0,0,0,0.03,0.42,0.09,1.16,3.65,1.17,0,0.04
"RB1_TP53_VEGFA",0,0.02,0.03,0,0,0,0,0,1.25,0.04,0,3.65,1.63,0,0
"CIITA_PF4_PRDX2",0.04,0.11,0,0.19,0.27,0.08,0,0.05,0,0.95,1.16,3.65,1.25,0,0
"APBB1IP_ICAM1_RARG",0.07,0.08,0,0,0,0.08,0,0.05,0,0,0.58,3.65,0.91,0,0.04
"HLX_RIPK2_TP53",0,0,0,0,0,0,0,0,0,0.13,0,3.65,1.11,0,0
"ICAM1_MYC_SELENOS",0.26,0.21,0.03,0.09,0,0.42,0,0.09,1.25,0.13,0,3.65,1.97,0,0
"ICAM1_MYC_NFE2L2",0.07,0.08,0.14,0,0,0.33,0,0.05,1.25,0.09,0,3.65,2.05,0,0.04
"RIN3_SMAD3_VEGFA",0,0.02,0,0,0.14,0,0,0,0.42,0,0,3.65,2.03,0,0.04
"BAK1_RBPJ_VEGFA",0,0.02,0,0,0,0,0,0,1.25,0,0.58,3.65,1.93,0.29,0
"HCK_KIT_RHOA",0,0,0,0,0.14,0,0,0,0,0,0,3.65,0.04,0,0
"PSEN1_PTK6_PTPRC",0.07,0.03,0.06,0,0.14,0.08,0,0.01,0,0.13,0,3.65,1.27,0,0.04
"ALAS1_HIF1A_ZNF335",0.15,0.16,0.08,0,0.14,0.17,0.81,0.09,1.67,0.17,0.58,3.65,1.13,0.29,0
"IL6ST_SH2B3_UBASH3B",0.22,0.08,0.03,0.19,0.14,0.08,0.48,0,0.42,0,0,3.65,2.15,0,0
"PARK7_PSEN1_PTK6",0.07,0.02,0.06,0,0.14,0.08,0,0.01,0,0.09,0,3.65,1.09,0,0.04
"NCK2_PMAIP1_SIRT1",0.45,0.22,0.08,0,0.41,0.42,0.97,0.13,1.25,0.52,0.58,3.65,0.58,0,0.04
"BRD1_PMAIP1_SIRT1",0.11,0.08,0.06,0,0.41,0.17,0.81,0.07,2.08,0.17,0.58,3.65,0.66,0,0
"ACTR3_NR4A3_RAC2",0.04,0,0,0,0.27,0.08,0,0.08,0,0,0.58,3.65,0.2,0,0
"F11R_NOTCH1_RELA",0.11,0.1,0.06,0.09,0.14,0,0.16,0.21,0,0,0.58,3.65,1.69,0,0.04
"HFE_SOD2_TNFAIP3",0.11,0.03,0.06,0,0,0.08,0,0,0.42,0.17,0,3.65,2.33,0,0
"B4GALT1_RUNX2_VEGFA",0,0,0,0,0,0,0,0,0.42,0,0.58,3.65,0.66,0,0
"AKAP8_RBPJ_VEGFA",0,0.03,0,0,0,0,0,0.01,0.42,0,0,3.65,1.93,0,0
"MAD2L2_NCK2_NOTCH1",0.34,0.84,0.3,0.47,1.1,0.25,1.45,0.88,1.25,0.3,1.73,3.65,0.89,0.29,0.07
"EIF2AK4_NCK1_VEGFA",0,0,0,0,0,0,0,0,1.25,0,0,3.65,1.15,0,0
"FCGR2B_IDE_SNCA",0,0,0,0,0,0,0,0,0.42,0,0,3.65,0.14,0,0
"JAK2_SMAD3_VEGFA",0,0,0,0,0,0,0,0,0,0,0,3.65,1.47,0,0
"GPS2_NOD2_SIRT2",0.04,0.08,0,0,0.14,0.08,0,0.04,1.67,0.04,0,3.65,1.53,0,0
"CDKN1A_CXCR4_VEGFA",0,0,0,0,0,0,0,0,0,0.04,0,3.65,1.31,0,0
"ATM_SMAD3_VEGFA",0,0.02,0.03,0,0.27,0.08,0,0.03,0.42,0.13,0,3.65,1.87,0,0.07
